Codigo,Nome,Cargo,Ano,Mês,Assiduidade,Pontualidade,Cumprimento Tarefas,Comportamento,Nota Final,Classificação
4282,Ana Rocha,Engenheiro,2024,agosto,7,7,8,8,7.5,Bom
4283,Ricardo Morais,Assistente Financeiro,2021,outubro,9,7,5,6,6.75,Bom
4284,Gonçalo Martins,Diretor de Departamento,2023,julho,9,4,9,8,7.5,Bom
4285,Lúcia Silva,Gestor de Projetos,2024,março,7,7,9,8,7.75,Bom
4286,Raquel Teixeira,Assistente de Direção,2023,dezembro,9,6,7,8,7.5,Bom
4287,Marcelo Baptista,Supervisor,2022,fevereiro,8,7,7,8,7.5,Bom
4288,Maria Alves,Gestor de Projetos,2021,setembro,9,7,8,8,8.0,Muito Bom
4289,Patrícia Machado,Diretor de Departamento,2022,junho,8,6,5,6,6.25,Regular
4290,Lúcia Benjamim,Analista de Dados,2021,abril,8,4,5,8,6.25,Regular
4291,Gonçalo Matos,Consultor,2021,fevereiro,9,4,6,8,6.75,Bom
4292,Bruno Pinto,Consultor,2023,maio,9,7,8,8,8.0,Muito Bom
4293,Laura Benjamim,Gestor de Projetos,2021,setembro,9,6,6,8,7.25,Bom
4294,Patrícia Marques,Engenheiro,2024,junho,9,7,8,8,8.0,Muito Bom
4295,Helena Monteiro,Assistente de Direção,2024,setembro,7,7,9,8,7.75,Bom
4296,Miguel Monteiro,Assistente de Direção,2023,dezembro,7,7,9,8,7.75,Bom
4297,Cláudia Benjamim,Analista de Dados,2023,agosto,9,7,9,7,8.0,Muito Bom
4298,Teresa Machava,Gestor de Projetos,2021,maio,5,7,9,8,7.25,Bom
4299,Bruno Vieira,Recursos Humanos,2024,março,7,6,9,7,7.25,Bom
4300,Patrícia Pinto,Engenheiro,2022,março,8,6,9,8,7.75,Bom
4301,Beatriz Carvalho,Supervisor,2023,maio,8,7,9,8,8.0,Muito Bom
4302,José Gomes,Supervisor,2023,fevereiro,8,7,6,8,7.25,Bom
4303,Lúcia Monteiro,Engenheiro,2022,novembro,6,7,6,7,6.5,Bom
4304,Beatriz Coelho,Assistente Financeiro,2021,agosto,9,7,9,8,8.25,Muito Bom
4305,Maria Rocha,Técnico de Informática,2022,fevereiro,9,7,5,8,7.25,Bom
4306,Carlos Soares,Recursos Humanos,2021,outubro,9,6,9,8,8.0,Muito Bom
4307,Helena Coelho,Diretor de Departamento,2023,julho,9,7,9,8,8.25,Muito Bom
4308,Luís Conceiao,Diretor de Departamento,2024,dezembro,8,7,9,8,8.0,Muito Bom
4309,Tânia Albazine,Consultor,2024,maio,7,7,8,7,7.25,Bom
4310,Beatriz Moreira,Secretariado,2022,junho,7,7,9,8,7.75,Bom
4311,Tânia Chapo,Coordenador,2022,fevereiro,9,7,9,8,8.25,Muito Bom
4312,Manuel Marques,Engenheiro,2022,maio,9,7,9,8,8.25,Muito Bom
4313,José Manave,Secretariado,2023,fevereiro,9,7,9,8,8.25,Muito Bom
4314,Beatriz Albazine,Designer,2024,setembro,6,7,8,8,7.25,Bom
4315,Cláudia Neves,Coordenador,2022,agosto,7,7,9,8,7.75,Bom
4316,Fernando Santos,Técnico de Laboratório,2022,maio,7,7,8,8,7.5,Bom
4317,Manuel Silva,Designer,2023,agosto,5,7,9,8,7.25,Bom
4318,Marcelo Carvalho,Designer,2024,maio,8,7,7,8,7.5,Bom
4319,Ricardo Alves,Técnico de Informática,2023,junho,6,6,8,7,6.75,Bom
4320,Helena Azevedo,Assistente Financeiro,2023,março,9,7,8,8,8.0,Muito Bom
4321,Fernando Moreira,Técnico de Informática,2021,novembro,6,6,8,8,7.0,Bom
4322,Marcelo Silva,Técnico de Laboratório,2023,setembro,9,7,9,7,8.0,Muito Bom
4323,Nuno Pinto,Supervisor,2024,novembro,7,4,7,6,6.0,Regular
4324,Fernando Nunes,Técnico de Laboratório,2022,dezembro,9,4,9,8,7.5,Bom
4325,Inês Coelho,Contabilista,2023,abril,9,7,6,8,7.5,Bom
4326,Rui Silva,Engenheiro,2024,novembro,8,5,6,8,6.75,Bom
4327,Beatriz Soares,Gestor de Projetos,2021,julho,9,7,9,8,8.25,Muito Bom
4328,Pedro Carvalho,Coordenador,2021,agosto,6,7,8,8,7.25,Bom
4329,Maria Moreira,Assistente de Direção,2021,novembro,8,7,8,8,7.75,Bom
4330,Pedro Pereira,Contabilista,2023,abril,9,7,9,8,8.25,Muito Bom
4331,Patrícia Cruz,Secretariado,2023,outubro,9,6,7,8,7.5,Bom
4332,Tânia Chapo,Assistente de Direção,2021,setembro,9,6,8,8,7.75,Bom
4333,Cláudia Nunes,Gestor de Projetos,2022,janeiro,9,6,9,7,7.75,Bom
4334,André Alves,Coordenador,2023,janeiro,8,6,7,8,7.25,Bom
4335,Carlos Correia,Gestor de Projetos,2024,setembro,9,7,6,8,7.5,Bom
4336,Laura Mendes,Supervisor,2024,setembro,8,5,9,7,7.25,Bom
4337,Teresa Ferreira,Gestor de Projetos,2021,novembro,9,7,5,8,7.25,Bom
4338,Ricardo Coelho,Contabilista,2024,setembro,9,6,9,8,8.0,Muito Bom
4339,Raquel Teixeira,Assistente Financeiro,2024,agosto,9,6,8,8,7.75,Bom
4340,Teresa Nunes,Marketing,2023,dezembro,9,6,7,8,7.5,Bom
4341,Sara Machado,Consultor,2024,julho,8,4,9,8,7.25,Bom
4342,Nuno Silva,Recursos Humanos,2022,dezembro,8,7,8,8,7.75,Bom
4343,Catarina Teixeira,Consultor,2021,abril,8,7,6,8,7.25,Bom
4344,Mariana Machado,Assistente de Direção,2022,abril,9,6,9,8,8.0,Muito Bom
4345,Diana Pinto,Designer,2021,junho,7,7,9,8,7.75,Bom
4346,Vítor Monteiro,Gestor de Projetos,2024,setembro,9,7,5,7,7.0,Bom
4347,Gonçalo Mendes,Técnico de Informática,2022,outubro,9,7,7,8,7.75,Bom
4348,Lúcia Lopes,Analista de Dados,2024,outubro,7,7,5,7,6.5,Bom
4349,Tânia Costa,Consultor,2022,julho,7,7,6,8,7.0,Bom
4350,António Marques,Gestor de Projetos,2024,maio,8,7,8,7,7.5,Bom
4351,Laura Pinto,Assistente Financeiro,2023,novembro,9,6,9,8,8.0,Muito Bom
4352,João Silva,Coordenador,2022,outubro,8,7,6,8,7.25,Bom
4353,Fernando Chicava,Gestor de Projetos,2024,junho,6,7,8,8,7.25,Bom
4354,António Lopes,Diretor de Departamento,2023,outubro,8,6,7,8,7.25,Bom
4355,Patrícia Ferreira,Assistente de Direção,2024,agosto,8,7,9,8,8.0,Muito Bom
4356,António Fernandes,Assistente Financeiro,2023,janeiro,9,7,6,8,7.5,Bom
4357,Gonçalo Albazine,Assistente Administrativo,2023,maio,9,7,9,8,8.25,Muito Bom
4358,Inês Morais,Designer,2021,novembro,7,7,7,8,7.25,Bom
4359,Carlos Mendes,Supervisor,2022,setembro,9,5,6,8,7.0,Bom
4360,Marta Azevedo,Recursos Humanos,2022,janeiro,7,7,9,5,7.0,Bom
4361,Sara Chicava,Secretariado,2023,janeiro,8,7,8,6,7.25,Bom
4362,Beatriz Marques,Analista de Dados,2024,março,9,7,9,8,8.25,Muito Bom
4363,André Martins,Secretariado,2022,fevereiro,7,7,9,8,7.75,Bom
4364,Nuno Cruz,Assistente Financeiro,2023,agosto,8,7,8,8,7.75,Bom
4365,José Nunes,Recursos Humanos,2022,julho,6,7,5,8,6.5,Bom
4366,Alexandre Fernandes,Técnico de Informática,2022,julho,8,7,7,8,7.5,Bom
4367,José Machel,Assistente de Direção,2024,janeiro,8,6,9,8,7.75,Bom
4368,Alexandre Chicava,Assistente Administrativo,2022,novembro,9,7,9,7,8.0,Muito Bom
4369,Vítor Monteiro,Designer,2021,agosto,9,7,8,8,8.0,Muito Bom
4370,Laura Ferreira,Assistente Financeiro,2022,setembro,7,7,8,8,7.5,Bom
4371,Inês Albazine,Auditor,2023,março,9,7,8,8,8.0,Muito Bom
4372,Inês Chapo,Assistente Financeiro,2021,setembro,6,7,7,7,6.75,Bom
4373,Marcelo Nunes,Supervisor,2021,maio,5,7,7,8,6.75,Bom
4374,João Teixeira,Técnico de Laboratório,2021,julho,9,7,8,8,8.0,Muito Bom
4375,Laura Rodrigues,Assistente Administrativo,2024,março,7,7,9,8,7.75,Bom
4376,Marta Cardoso,Designer,2023,dezembro,8,7,9,8,8.0,Muito Bom
4377,José Gomes,Coordenador,2021,julho,9,6,8,7,7.5,Bom
4378,Vítor Gomes,Secretariado,2021,novembro,8,7,4,8,6.75,Bom
4379,Maria Ferreira,Contabilista,2022,agosto,6,4,9,8,6.75,Bom
4380,Lúcia Ferreira,Auditor,2024,setembro,9,7,9,8,8.25,Muito Bom
4381,Vítor Pinto,Marketing,2022,setembro,9,7,9,7,8.0,Muito Bom
4382,Carlos Monteiro,Coordenador,2023,novembro,6,7,8,8,7.25,Bom
4383,Catarina Conceiao,Contabilista,2024,abril,9,7,9,8,8.25,Muito Bom
4384,Cláudia Benjamim,Assistente Administrativo,2022,fevereiro,7,7,5,7,6.5,Bom
4385,João Cruz,Marketing,2024,outubro,9,6,7,8,7.5,Bom
4386,Nuno Azevedo,Técnico de Laboratório,2022,novembro,9,7,9,8,8.25,Muito Bom
4387,Mariana Machava,Diretor de Departamento,2024,maio,7,6,9,8,7.5,Bom
4388,Teresa Matos,Designer,2021,janeiro,5,7,6,8,6.5,Bom
4389,Ana Machel,Marketing,2022,outubro,9,7,8,7,7.75,Bom
4390,André Soares,Coordenador,2021,dezembro,9,7,8,8,8.0,Muito Bom
4391,Raquel Gomes,Coordenador,2023,outubro,9,6,7,8,7.5,Bom
4392,Filipa Machel,Técnico de Informática,2023,outubro,9,7,6,8,7.5,Bom
4393,Beatriz Conceiao,Técnico de Laboratório,2023,dezembro,8,7,8,8,7.75,Bom
4394,Inês Nunes,Engenheiro,2021,novembro,9,7,8,8,8.0,Muito Bom
4395,Marta Chicava,Secretariado,2021,novembro,9,7,3,8,6.75,Bom
4396,Paulo Machel,Designer,2024,setembro,8,7,9,8,8.0,Muito Bom
4397,Sofia Azevedo,Designer,2024,agosto,6,7,9,7,7.25,Bom
4398,Eduarda Coelho,Diretor de Departamento,2023,abril,8,6,7,8,7.25,Bom
4399,Tânia Matos,Diretor de Departamento,2024,março,9,5,9,6,7.25,Bom
4400,Miguel Neves,Assistente Administrativo,2023,março,9,5,9,8,7.75,Bom
4401,Bruno Machado,Supervisor,2023,novembro,8,7,9,8,8.0,Muito Bom
4402,Fernando Barros,Analista de Dados,2023,agosto,9,7,9,8,8.25,Muito Bom
4403,Beatriz Conceiao,Consultor,2022,setembro,8,7,9,8,8.0,Muito Bom
4404,Rui Raposo,Consultor,2021,setembro,7,7,9,8,7.75,Bom
4405,Rui Lopes,Contabilista,2024,setembro,9,7,8,8,8.0,Muito Bom
4406,Tânia Pereira,Recursos Humanos,2023,outubro,8,7,7,7,7.25,Bom
4407,Francisco Monteiro,Auditor,2024,julho,9,7,6,8,7.5,Bom
4408,Lúcia Albazine,Assistente Administrativo,2021,setembro,9,7,9,8,8.25,Muito Bom
4409,Patrícia Moreira,Técnico de Laboratório,2021,abril,7,7,6,7,6.75,Bom
4410,Sofia Monteiro,Secretariado,2021,maio,7,7,9,8,7.75,Bom
4411,Manuel Moreira,Consultor,2022,maio,8,7,9,7,7.75,Bom
4412,André Moreira,Engenheiro,2023,agosto,4,7,8,8,6.75,Bom
4413,José Chapo,Auditor,2021,janeiro,8,7,9,8,8.0,Muito Bom
4414,Luís Chicava,Analista de Dados,2022,maio,8,7,6,8,7.25,Bom
4415,Sara Vieira,Diretor de Departamento,2023,fevereiro,9,7,9,8,8.25,Muito Bom
4416,Ricardo Ferreira,Supervisor,2022,março,7,7,5,8,6.75,Bom
4417,Laura Manave,Recursos Humanos,2024,julho,8,7,7,8,7.5,Bom
4418,Patrícia Machel,Técnico de Laboratório,2021,janeiro,7,7,9,8,7.75,Bom
4419,Filipa Marques,Consultor,2022,julho,9,6,9,8,8.0,Muito Bom
4420,Gonçalo Albazine,Assistente Financeiro,2022,novembro,8,6,9,8,7.75,Bom
4421,Paulo Neves,Marketing,2023,outubro,8,7,9,8,8.0,Muito Bom
4422,Miguel Machado,Contabilista,2021,julho,7,5,8,8,7.0,Bom
4423,Maria Correia,Diretor de Departamento,2024,setembro,7,7,7,8,7.25,Bom
4424,Inês Nunes,Supervisor,2021,abril,9,7,6,8,7.5,Bom
4425,Alexandre Massango,Consultor,2022,abril,7,7,7,8,7.25,Bom
4426,Fernando Marques,Assistente Financeiro,2024,setembro,8,7,9,8,8.0,Muito Bom
4427,Diana Coelho,Auditor,2024,novembro,9,7,9,8,8.25,Muito Bom
4428,Mariana Massango,Consultor,2021,abril,8,7,8,8,7.75,Bom
4429,Rui Benjamim,Assistente de Direção,2022,dezembro,7,6,9,8,7.5,Bom
4430,Sara Azevedo,Designer,2024,agosto,8,7,9,8,8.0,Muito Bom
4431,João Matos,Assistente Administrativo,2023,setembro,9,7,7,6,7.25,Bom
4432,Nuno Monteiro,Assistente Financeiro,2022,janeiro,5,7,7,8,6.75,Bom
4433,António Ribeiro,Supervisor,2022,janeiro,9,7,9,8,8.25,Muito Bom
4434,Hugo Massango,Engenheiro,2021,novembro,9,5,8,8,7.5,Bom
4435,Lúcia Vieira,Engenheiro,2024,julho,6,7,9,7,7.25,Bom
4436,Sofia Costa,Auditor,2022,fevereiro,6,7,7,8,7.0,Bom
4437,Sofia Costa,Secretariado,2021,novembro,7,7,6,8,7.0,Bom
4438,Fernando Azevedo,Designer,2021,novembro,9,5,8,8,7.5,Bom
4439,Raquel Rodrigues,Secretariado,2024,fevereiro,9,6,9,8,8.0,Muito Bom
4440,Bruno Carvalho,Engenheiro,2024,setembro,9,6,9,7,7.75,Bom
4441,Vítor Pereira,Contabilista,2022,fevereiro,8,7,7,8,7.5,Bom
4442,Alexandre Teixeira,Gestor de Projetos,2021,maio,9,7,9,8,8.25,Muito Bom
4443,Bruno Pinto,Técnico de Laboratório,2021,maio,4,6,8,8,6.5,Bom
4444,Sara Albazine,Assistente Administrativo,2023,julho,8,7,8,8,7.75,Bom
4445,Ricardo Soares,Recursos Humanos,2022,agosto,8,6,7,8,7.25,Bom
4446,Luís Santos,Contabilista,2024,março,9,7,7,6,7.25,Bom
4447,Ana Benjamim,Assistente de Direção,2021,julho,9,7,8,8,8.0,Muito Bom
4448,Luís Albazine,Técnico de Informática,2023,maio,8,7,9,8,8.0,Muito Bom
4449,Inês Ferreira,Assistente Administrativo,2024,junho,9,7,5,8,7.25,Bom
4450,Nuno Coelho,Marketing,2024,julho,8,7,9,8,8.0,Muito Bom
4451,Eduarda Fernandes,Supervisor,2024,agosto,9,7,7,7,7.5,Bom
4452,Hugo Machava,Engenheiro,2024,janeiro,8,7,6,8,7.25,Bom
4453,Cláudia Martins,Recursos Humanos,2021,julho,9,7,6,8,7.5,Bom
4454,Diana Chapo,Coordenador,2021,junho,9,7,6,8,7.5,Bom
4455,Gonçalo Benjamim,Assistente Financeiro,2022,agosto,9,6,7,7,7.25,Bom
4456,Raquel Ribeiro,Assistente Financeiro,2021,agosto,7,7,9,8,7.75,Bom
4457,Nuno Morais,Contabilista,2021,fevereiro,5,7,9,6,6.75,Bom
4458,Alexandre Benjamim,Consultor,2024,setembro,8,6,7,8,7.25,Bom
4459,José Machado,Assistente Financeiro,2021,junho,9,7,9,8,8.25,Muito Bom
4460,Alexandre Machava,Engenheiro,2023,março,7,7,8,8,7.5,Bom
4461,Beatriz Mendes,Recursos Humanos,2024,agosto,8,7,6,8,7.25,Bom
4462,Ana Ferreira,Assistente de Direção,2022,novembro,7,7,8,7,7.25,Bom
4463,Bruno Barros,Gestor de Projetos,2022,outubro,9,7,9,8,8.25,Muito Bom
4464,Lúcia Costa,Coordenador,2022,junho,9,7,9,8,8.25,Muito Bom
4465,Pedro Ferreira,Analista de Dados,2024,maio,4,7,8,7,6.5,Bom
4466,Rui Rodrigues,Engenheiro,2023,outubro,7,5,8,7,6.75,Bom
4467,Lúcia Costa,Técnico de Laboratório,2022,abril,6,5,8,8,6.75,Bom
4468,Marta Conceiao,Designer,2021,junho,8,6,9,7,7.5,Bom
4469,Fernando Neves,Assistente de Direção,2024,janeiro,7,7,9,8,7.75,Bom
4470,Ricardo Raposo,Designer,2023,setembro,9,4,9,8,7.5,Bom
4471,Bruno Coelho,Consultor,2021,outubro,9,7,6,8,7.5,Bom
4472,Fernando Silva,Secretariado,2022,maio,9,6,4,8,6.75,Bom
4473,Miguel Gomes,Assistente de Direção,2022,fevereiro,9,7,5,8,7.25,Bom
4474,Lúcia Gomes,Designer,2023,março,9,7,8,8,8.0,Muito Bom
4475,Eduarda Teixeira,Auditor,2024,julho,9,7,9,8,8.25,Muito Bom
4476,Francisco Nunes,Supervisor,2024,outubro,9,7,8,7,7.75,Bom
4477,Eduarda Correia,Recursos Humanos,2022,agosto,5,7,9,8,7.25,Bom
4478,Cláudia Martins,Auditor,2021,maio,8,7,9,8,8.0,Muito Bom
4479,Raquel Pinto,Secretariado,2022,novembro,6,7,7,6,6.5,Bom
4480,Teresa Rodrigues,Auditor,2021,janeiro,9,7,8,6,7.5,Bom
4481,Bruno Fernandes,Engenheiro,2021,abril,6,7,9,8,7.5,Bom
4482,Francisco Carvalho,Secretariado,2024,julho,8,6,9,8,7.75,Bom
4483,Teresa Vieira,Supervisor,2021,dezembro,7,7,8,8,7.5,Bom
4484,Raquel Cardoso,Diretor de Departamento,2023,dezembro,7,7,9,7,7.5,Bom
4485,Maria Fernandes,Diretor de Departamento,2023,abril,8,7,9,8,8.0,Muito Bom
4486,Inês Fernandes,Marketing,2022,setembro,6,7,9,8,7.5,Bom
4487,Ana Machel,Diretor de Departamento,2021,novembro,8,6,8,8,7.5,Bom
4488,Teresa Gomes,Supervisor,2023,agosto,9,5,6,8,7.0,Bom
4489,Vítor Teixeira,Engenheiro,2021,dezembro,9,7,9,8,8.25,Muito Bom
4490,Luís Martins,Técnico de Laboratório,2022,agosto,9,7,9,8,8.25,Muito Bom
4491,Patrícia Vieira,Marketing,2022,setembro,8,7,7,8,7.5,Bom
4492,Paulo Ferreira,Consultor,2022,novembro,9,7,9,8,8.25,Muito Bom
4493,Rui Manave,Assistente Administrativo,2022,abril,7,7,8,7,7.25,Bom
4494,Cláudia Azevedo,Supervisor,2022,julho,9,7,9,8,8.25,Muito Bom
4495,Eduarda Benjamim,Engenheiro,2023,outubro,7,5,8,8,7.0,Bom
4496,Marta Coelho,Recursos Humanos,2022,julho,6,7,5,8,6.5,Bom
4497,Vítor Azevedo,Coordenador,2024,abril,6,4,7,8,6.25,Regular
4498,Inês Barros,Diretor de Departamento,2022,janeiro,4,7,7,8,6.5,Bom
4499,Beatriz Silva,Designer,2021,outubro,9,5,8,8,7.5,Bom
4500,Luís Rodrigues,Gestor de Projetos,2024,agosto,9,6,8,8,7.75,Bom
4501,Nuno Gomes,Contabilista,2024,setembro,8,7,7,7,7.25,Bom
4502,Raquel Rodrigues,Assistente de Direção,2024,dezembro,7,6,6,6,6.25,Regular
4503,Paulo Mendes,Assistente Financeiro,2023,janeiro,8,6,6,8,7.0,Bom
4504,Raquel Teixeira,Engenheiro,2021,outubro,8,7,9,8,8.0,Muito Bom
4505,Cláudia Ribeiro,Coordenador,2023,dezembro,9,7,9,7,8.0,Muito Bom
4506,Ana Machel,Assistente Financeiro,2024,janeiro,9,7,9,8,8.25,Muito Bom
4507,Patrícia Nunes,Assistente Financeiro,2023,novembro,8,7,7,8,7.5,Bom
4508,Sara Gomes,Técnico de Informática,2022,julho,5,7,5,8,6.25,Regular
4509,Gonçalo Chicava,Analista de Dados,2023,junho,6,7,9,8,7.5,Bom
4510,Lúcia Pinto,Coordenador,2023,agosto,9,6,5,7,6.75,Bom
4511,Marta Machava,Contabilista,2022,julho,9,7,8,7,7.75,Bom
4512,Lúcia Chapo,Contabilista,2023,janeiro,5,5,6,8,6.0,Regular
4513,Miguel Coelho,Diretor de Departamento,2021,outubro,5,7,8,8,7.0,Bom
4514,Nuno Soares,Consultor,2024,abril,8,7,9,8,8.0,Muito Bom
4515,Luís Silva,Analista de Dados,2022,junho,8,7,9,8,8.0,Muito Bom
4516,Ana Silva,Coordenador,2021,março,9,6,9,8,8.0,Muito Bom
4517,Sofia Massango,Assistente Administrativo,2021,junho,9,7,7,8,7.75,Bom
4518,Raquel Barros,Assistente Administrativo,2024,setembro,9,7,9,8,8.25,Muito Bom
4519,Alexandre Barros,Contabilista,2024,julho,8,7,9,7,7.75,Bom
4520,Bruno Cardoso,Assistente Financeiro,2022,setembro,6,7,8,8,7.25,Bom
4521,Filipa Machado,Coordenador,2024,janeiro,8,6,8,6,7.0,Bom
4522,Pedro Lopes,Secretariado,2022,fevereiro,4,7,8,8,6.75,Bom
4523,Teresa Correia,Marketing,2023,outubro,9,7,5,7,7.0,Bom
4524,Patrícia Neves,Engenheiro,2021,dezembro,7,7,6,8,7.0,Bom
4525,Mariana Martins,Secretariado,2021,fevereiro,7,6,6,8,6.75,Bom
4526,Helena Moreira,Supervisor,2021,junho,9,7,7,8,7.75,Bom
4527,Gonçalo Benjamim,Coordenador,2021,novembro,9,7,9,8,8.25,Muito Bom
4528,Patrícia Alves,Consultor,2022,agosto,9,7,9,8,8.25,Muito Bom
4529,Vítor Raposo,Contabilista,2023,junho,9,7,9,8,8.25,Muito Bom
4530,Paulo Gomes,Técnico de Informática,2024,setembro,9,7,9,8,8.25,Muito Bom
4531,Marcelo Matos,Técnico de Laboratório,2024,julho,8,7,8,6,7.25,Bom
4532,Pedro Nunes,Assistente de Direção,2022,novembro,6,7,7,8,7.0,Bom
4533,Cláudia Alves,Coordenador,2022,junho,6,7,8,7,7.0,Bom
4534,Bruno Neves,Analista de Dados,2021,março,9,7,6,7,7.25,Bom
4535,Gonçalo Fernandes,Assistente de Direção,2023,janeiro,7,7,9,7,7.5,Bom
4536,António Rocha,Supervisor,2024,junho,9,7,6,8,7.5,Bom
4537,Mariana Martins,Técnico de Laboratório,2021,junho,7,7,7,8,7.25,Bom
4538,Pedro Martins,Assistente de Direção,2022,junho,9,7,7,8,7.75,Bom
4539,Manuel Gomes,Recursos Humanos,2022,março,7,6,7,8,7.0,Bom
4540,Rui Costa,Técnico de Informática,2022,novembro,9,7,9,5,7.5,Bom
4541,Inês Ribeiro,Consultor,2021,abril,9,5,9,8,7.75,Bom
4542,Rui Raposo,Recursos Humanos,2023,setembro,7,4,7,8,6.5,Bom
4543,António Moreira,Técnico de Informática,2022,maio,9,7,8,7,7.75,Bom
4544,Diana Chicava,Secretariado,2021,fevereiro,7,7,8,8,7.5,Bom
4545,André Ferreira,Recursos Humanos,2022,dezembro,9,4,9,8,7.5,Bom
4546,Sara Baptista,Gestor de Projetos,2021,março,7,7,9,8,7.75,Bom
4547,Pedro Teixeira,Contabilista,2024,abril,9,7,4,8,7.0,Bom
4548,Bruno Gomes,Marketing,2023,novembro,8,6,9,8,7.75,Bom
4549,Cláudia Coelho,Contabilista,2024,abril,8,7,9,8,8.0,Muito Bom
4550,Nuno Teixeira,Diretor de Departamento,2021,março,7,7,9,8,7.75,Bom
4551,Gonçalo Fernandes,Gestor de Projetos,2021,março,9,6,3,8,6.5,Bom
4552,Helena Costa,Consultor,2021,setembro,9,7,6,8,7.5,Bom
4553,Maria Gomes,Consultor,2023,abril,9,7,8,7,7.75,Bom
4554,Gonçalo Vieira,Técnico de Informática,2024,setembro,8,5,9,7,7.25,Bom
4555,Bruno Nunes,Técnico de Informática,2023,novembro,9,3,9,8,7.25,Bom
4556,Francisco Neves,Marketing,2024,abril,8,7,8,8,7.75,Bom
4557,Cláudia Manave,Recursos Humanos,2021,dezembro,8,7,7,8,7.5,Bom
4558,Cláudia Cardoso,Designer,2024,junho,6,7,9,7,7.25,Bom
4559,Patrícia Moreira,Marketing,2021,maio,9,6,9,8,8.0,Muito Bom
4560,Teresa Silva,Auditor,2022,agosto,9,7,9,8,8.25,Muito Bom
4561,Beatriz Chapo,Assistente Financeiro,2021,dezembro,7,7,9,8,7.75,Bom
4562,Nuno Vieira,Recursos Humanos,2023,dezembro,9,7,9,8,8.25,Muito Bom
4563,Pedro Coelho,Auditor,2021,janeiro,9,7,9,7,8.0,Muito Bom
4564,Cláudia Teixeira,Contabilista,2024,abril,9,6,8,8,7.75,Bom
4565,Luís Manave,Designer,2023,setembro,9,7,4,8,7.0,Bom
4566,Lúcia Machado,Analista de Dados,2024,fevereiro,9,7,9,8,8.25,Muito Bom
4567,Marta Mendes,Contabilista,2023,março,8,7,8,8,7.75,Bom
4568,Sara Soares,Diretor de Departamento,2024,janeiro,9,7,6,8,7.5,Bom
4569,Ricardo Moreira,Consultor,2023,fevereiro,9,7,7,8,7.75,Bom
4570,Raquel Moreira,Supervisor,2024,setembro,9,7,9,8,8.25,Muito Bom
4571,Gonçalo Martins,Contabilista,2024,dezembro,9,7,9,8,8.25,Muito Bom
4572,Ana Cardoso,Consultor,2023,dezembro,8,7,8,8,7.75,Bom
4573,Luís Vieira,Assistente Administrativo,2021,junho,9,7,7,8,7.75,Bom
4574,Pedro Massango,Assistente Administrativo,2022,junho,7,7,5,7,6.5,Bom
4575,Francisco Rodrigues,Diretor de Departamento,2023,junho,6,7,8,8,7.25,Bom
4576,André Morais,Analista de Dados,2024,fevereiro,6,7,9,8,7.5,Bom
4577,Hugo Rocha,Designer,2024,fevereiro,6,7,9,8,7.5,Bom
4578,Sara Morais,Recursos Humanos,2023,março,9,7,9,7,8.0,Muito Bom
4579,André Pereira,Secretariado,2024,janeiro,5,7,7,6,6.25,Regular
4580,Eduarda Fernandes,Designer,2023,novembro,9,7,8,8,8.0,Muito Bom
4581,Alexandre Cardoso,Assistente de Direção,2024,abril,9,3,4,8,6.0,Regular
4582,Catarina Chapo,Diretor de Departamento,2024,dezembro,9,7,9,8,8.25,Muito Bom
4583,Patrícia Massango,Analista de Dados,2023,junho,9,7,6,8,7.5,Bom
4584,Inês Cruz,Coordenador,2021,outubro,5,7,6,8,6.5,Bom
4585,Maria Azevedo,Consultor,2024,maio,7,6,9,8,7.5,Bom
4586,Gonçalo Marques,Gestor de Projetos,2023,abril,9,7,7,7,7.5,Bom
4587,Francisco Alves,Assistente Administrativo,2023,julho,9,6,9,8,8.0,Muito Bom
4588,Paulo Conceiao,Assistente Administrativo,2022,junho,9,6,3,8,6.5,Bom
4589,Manuel Coelho,Coordenador,2021,janeiro,9,7,9,8,8.25,Muito Bom
4590,José Santos,Supervisor,2024,outubro,7,7,9,8,7.75,Bom
4591,Cláudia Teixeira,Analista de Dados,2021,janeiro,9,6,9,8,8.0,Muito Bom
4592,Luís Marques,Auditor,2024,maio,9,7,7,8,7.75,Bom
4593,Rui Machel,Assistente de Direção,2022,março,9,7,6,8,7.5,Bom
4594,Marcelo Coelho,Consultor,2022,janeiro,9,7,7,8,7.75,Bom
4595,Sara Cruz,Auditor,2023,dezembro,8,6,8,6,7.0,Bom
4596,Cláudia Ribeiro,Técnico de Informática,2021,outubro,9,6,6,8,7.25,Bom
4597,André Machado,Designer,2024,agosto,6,7,7,8,7.0,Bom
4598,Diana Machava,Técnico de Informática,2024,agosto,9,6,8,8,7.75,Bom
4599,Filipa Costa,Recursos Humanos,2023,novembro,8,7,9,8,8.0,Muito Bom
4600,Sara Machava,Diretor de Departamento,2024,março,9,7,9,8,8.25,Muito Bom
4601,Alexandre Fernandes,Gestor de Projetos,2021,agosto,8,7,5,8,7.0,Bom
4602,Cláudia Conceiao,Técnico de Laboratório,2023,setembro,8,7,8,8,7.75,Bom
4603,Alexandre Rocha,Auditor,2023,março,6,7,9,8,7.5,Bom
4604,Fernando Alves,Supervisor,2022,outubro,9,6,9,8,8.0,Muito Bom
4605,André Nunes,Técnico de Laboratório,2024,abril,9,7,7,8,7.75,Bom
